"id","age","sex","race","hispanic","region","educ","paeduc","maeduc","relig","happy","income","polviews","partyid","grass","commute","wrkstat","wrkslf","wrkgovt","marital","confinan","conclerg","coneduc","conpress","conjudge","consci","conlegis","conarmy","joblose","jobfind","satjob"
63,"51","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","12",NA,"12","PROTESTANT","DK","$8000 TO 9999","MODERATE","INDEPENDENT","DK",NA,"OTHER",NA,NA,"SEPARATED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,NA
64,"39","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","13","12","12","PROTESTANT","NOT TOO HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","NOT STR DEMOCRAT","LEGAL",NA,"SCHOOL","SOMEONE ELSE","PRIVATE","DIVORCED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
65,"27","FEMALE","OTHER","HONDURAN","MIDDLE ATLANTIC","11",NA,"6","PROTESTANT","PRETTY HAPPY","$1000 TO 2999","MODERATE","NOT STR DEMOCRAT",NA,NA,"KEEPING HOUSE",NA,NA,"NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DK"
66,"30","MALE","OTHER","PUERTO RICAN","MIDDLE ATLANTIC","10","12","16","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","STRONG DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"A LITTLE DISSAT"
67,"29","MALE","OTHER","PUERTO RICAN","MIDDLE ATLANTIC","12",NA,"11","NONE","PRETTY HAPPY","$20000 - 24999","SLIGHTLY LIBERAL","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT TOO LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
68,"39","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","10",NA,NA,"NONE","NOT TOO HAPPY","LT $1000","EXTRMLY CONSERVATIVE","NOT STR DEMOCRAT",NA,NA,"TEMP NOT WORKING","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
69,"60","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","11","4",NA,"PROTESTANT","PRETTY HAPPY","DK","SLGHTLY CONSERVATIVE","STRONG DEMOCRAT",NA,NA,"OTHER","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"74","FEMALE","OTHER","PUERTO RICAN","MIDDLE ATLANTIC","6","DK","DK","CATHOLIC","NOT TOO HAPPY","$15000 - 19999","MODERATE","NOT STR DEMOCRAT",NA,NA,"RETIRED",NA,NA,"WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"74","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","10","0","0","PROTESTANT","NOT TOO HAPPY","$10000 - 14999","DK","NOT STR DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"57","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","14","14","18","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","STRONG DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY",NA
73,"80","MALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","11","DK","16","NONE","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","DK",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","WIDOWED","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL",NA,NA,NA
74,"70","MALE","BLACK","PANAMANIAN","MIDDLE ATLANTIC","12",NA,"8","NONE","NOT TOO HAPPY","$20000 - 24999","SLGHTLY CONSERVATIVE","STRONG DEMOCRAT","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,NA
75,"35","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","18","14","8","NONE","VERY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM",NA,NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY","VERY SATISFIED"
76,"49","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","10",NA,"DK","CATHOLIC","NOT TOO HAPPY","DK","LIBERAL","INDEPENDENT","LEGAL",NA,"KEEPING HOUSE",NA,NA,"NEVER MARRIED","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
77,"36","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","20","20","18","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","NOT STR DEMOCRAT",NA,NA,"WORKING PARTTIME","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
78,"37","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","18","20","18","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","STRONG DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY",NA
79,"78","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","19","19","16","PROTESTANT","VERY HAPPY","REFUSED","EXTREMELY LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"RETIRED","SELF-EMPLOYED","DK","WIDOWED","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,NA
80,"41","MALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","12","DK","12","NONE","VERY HAPPY","REFUSED",NA,NA,"NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
81,"42","MALE","OTHER","NOT HISPANIC","MIDDLE ATLANTIC","14","9","9","NONE","PRETTY HAPPY","REFUSED","SLIGHTLY LIBERAL","NOT STR DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
82,"35","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","14",NA,"13","NONE","NOT TOO HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","OTHER PARTY","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","SEPARATED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
83,"33","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","16","14","CATHOLIC","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
84,"44","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","12","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
85,"41","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","12","14","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","DK","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
86,"52","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","12","12","NONE","PRETTY HAPPY","$25000 OR MORE","MODERATE","STRONG REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
87,"45","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","FAIRLY LIKELY","NOT EASY","VERY DISSATISFIED"
88,"41","FEMALE","OTHER","DOMINICAN","MIDDLE ATLANTIC","13","12","0","CATHOLIC","PRETTY HAPPY","$20000 - 24999","MODERATE","IND,NEAR DEM",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"DK","NOT EASY","A LITTLE DISSAT"
89,"41","FEMALE","WHITE","DOMINICAN","MIDDLE ATLANTIC","12","1","6","CATHOLIC","VERY HAPPY","$20000 - 24999","DK","IND,NEAR DEM","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","SEPARATED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
90,"68","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","14","11","JEWISH","PRETTY HAPPY","DK","SLIGHTLY LIBERAL","IND,NEAR DEM","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED","HARDLY ANY",NA,"ONLY SOME","ONLY SOME","HARDLY ANY","DK","HARDLY ANY","ONLY SOME",NA,NA,NA
91,"57","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","12","12","14","NONE","PRETTY HAPPY","$20000 - 24999","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"DK"
92,"72","MALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","20",NA,"12","NONE","VERY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","NOT STR DEMOCRAT","LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"VERY SATISFIED"
93,"68","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","19","8","6","CATHOLIC","PRETTY HAPPY","$25000 OR MORE",NA,"INDEPENDENT",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"50","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16",NA,"14","NONE","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",NA,NA,"VERY SATISFIED"
95,"40","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","17","13","14","OTHER","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
96,"58","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","15","8","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","OTHER PARTY","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,NA
97,"43","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","MIDDLE ATLANTIC","16",NA,"16","CATHOLIC","PRETTY HAPPY","$20000 - 24999","EXTREMELY LIBERAL","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","DK","DK","DK","NOT TOO LIKELY","SOMEWHAT EASY","A LITTLE DISSAT"
98,"25","MALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","16","20","16","PROTESTANT","VERY HAPPY","$6000 TO 6999","MODERATE","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY","NOT LIKELY","SOMEWHAT EASY","VERY DISSATISFIED"
99,"33","MALE","OTHER","NOT HISPANIC","MIDDLE ATLANTIC","20","16","16","NONE","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","INDEPENDENT","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
100,"27","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16",NA,"16","NONE","PRETTY HAPPY","REFUSED","SLIGHTLY LIBERAL","IND,NEAR DEM","NOT LEGAL",NA,"WORKING PARTTIME","SELF-EMPLOYED","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",NA,NA,"MOD. SATISFIED"
101,"58","FEMALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","16",NA,"7","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",NA,NA,"VERY SATISFIED"
102,"66","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","12","12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR DEM","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
103,"66","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","12","12","CATHOLIC","PRETTY HAPPY","$1000 TO 2999","MODERATE","IND,NEAR DEM",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","SEPARATED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"89 OR OLDER","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","8","4","CATHOLIC","PRETTY HAPPY","DK","MODERATE","IND,NEAR DEM","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","DK","DK","HARDLY ANY","HARDLY ANY",NA,NA,NA
105,"29","FEMALE","OTHER","PUERTO RICAN","MIDDLE ATLANTIC","14",NA,"14","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
106,"89 OR OLDER","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","8","DK","3","CATHOLIC","PRETTY HAPPY","$10000 - 14999","MODERATE","STRONG DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"78","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","8","9","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","NEVER MARRIED","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
108,"52","FEMALE","WHITE","PUERTO RICAN","MIDDLE ATLANTIC","12",NA,"4","CATHOLIC","NOT TOO HAPPY","$10000 - 14999","SLIGHTLY LIBERAL","STRONG DEMOCRAT",NA,NA,"UNEMPL, LAID OFF","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VERY SATISFIED"
109,"50","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","11",NA,"10","CATHOLIC","PRETTY HAPPY","$10000 - 14999","MODERATE","INDEPENDENT",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"25","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","16","14","PROTESTANT","VERY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","MARRIED","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
111,"37","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","16","12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
112,"54","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","16","12","JEWISH","VERY HAPPY","REFUSED","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
113,"52","MALE","OTHER","NOT HISPANIC","MIDDLE ATLANTIC","14",NA,"0","MOSLEM/ISLAM","PRETTY HAPPY","REFUSED","MODERATE","STRONG DEMOCRAT",NA,NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY",NA
114,"48","MALE","WHITE","COLUMBIAN","MIDDLE ATLANTIC","14","12","10","CATHOLIC","PRETTY HAPPY","REFUSED","MODERATE","NOT STR REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT LIKELY","NOT EASY","MOD. SATISFIED"
115,"32","FEMALE","OTHER","NOT HISPANIC","MIDDLE ATLANTIC","20","18","18","HINDUISM","VERY HAPPY","REFUSED","MODERATE","NOT STR DEMOCRAT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT TOO LIKELY","SOMEWHAT EASY","VERY SATISFIED"
116,"29","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","17","14","17","PROTESTANT","PRETTY HAPPY","LT $1000","LIBERAL","OTHER PARTY","LEGAL",NA,"WORKING PARTTIME","SELF-EMPLOYED","PRIVATE","MARRIED","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
117,"75","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","19","12","12","JEWISH","VERY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","NOT STR DEMOCRAT","LEGAL",NA,"RETIRED","SOMEONE ELSE","DK","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
118,"59","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","19","11","11","CATHOLIC","VERY HAPPY","REFUSED","EXTREMELY LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","NOT LIKELY","NOT EASY","VERY SATISFIED"
119,"81","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","13","12","12","JEWISH","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"RETIRED","SELF-EMPLOYED","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,NA
120,"69","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","DK","DK","CATHOLIC","PRETTY HAPPY","REFUSED","MODERATE","NOT STR REPUBLICAN","DK",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
121,"55","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","18",NA,"12","PROTESTANT","VERY HAPPY","REFUSED","SLIGHTLY LIBERAL","NOT STR DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY","MOD. SATISFIED"
122,"52","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","15",NA,"DK","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","NOT LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"VERY SATISFIED"
123,"33","FEMALE","WHITE","SOUTH AMERICAN","MIDDLE ATLANTIC","16","12","12","CATHOLIC","PRETTY HAPPY","REFUSED","EXTRMLY CONSERVATIVE","OTHER PARTY","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","DK","ONLY SOME","DK","ONLY SOME",NA,NA,"MOD. SATISFIED"
124,"56","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","10",NA,"CATHOLIC","PRETTY HAPPY","REFUSED","MODERATE","NOT STR REPUBLICAN",NA,NA,"WORKING FULLTIME","SELF-EMPLOYED","DK","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY","VERY SATISFIED"
125,"71","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","12","12","NONE","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","INDEPENDENT","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,NA
126,"21","MALE","WHITE","DOMINICAN","MIDDLE ATLANTIC","15",NA,"16","CATHOLIC","VERY HAPPY","REFUSED","MODERATE","NOT STR REPUBLICAN","NOT LEGAL",NA,"SCHOOL",NA,NA,"NEVER MARRIED","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,NA
127,"49","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","12","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY","VERY SATISFIED"
128,"26","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","16","16","PROTESTANT","VERY HAPPY","REFUSED","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
