PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210
256670,248007,3.5,248007,6.7,24.3,13.1,50.4,88.9,2.5,3.1,3.2,0.1,2.1,8,82.2,85.8,5.2,10,90.4,26.8,16824,18.5,107305,66.3,29.5,158700,98962,2.46,27787,53119,11.5,6321,136465,0.7,12969,17312,0.7,1,0.8,0,1.5,23.7,9321930,3388331,3538353,14551,464616,867,529.71,468.2
15945,16434,-3,16434,4.9,21.8,20.5,50.6,98.1,0.6,0.1,0.3,0,0.8,2.1,96.2,90.7,1,2.1,90.5,14.7,1471,27.8,7367,78.7,7.7,98100,6716,2.4,26620,53136,10.1,280,2441,2.3,930,1344,0,0,0,0,0,33.1,0,0,85284,5191,5605,6,561.2,29.3
10331,9980,3.5,9980,4.5,23.9,14.9,49.9,82.2,12.6,0.5,2.5,0,2.2,2.6,80.1,86.4,3.1,4.4,86.3,18.8,1087,34.7,4146,86.4,2,220200,3580,2.79,25620,56607,6,110,554,-0.2,631,707,0,0,0,0,0,0,0,9534,26999,2864,1385,20,240.56,41.5
5259,5469,-3.8,5469,4.9,22.6,23.4,51,85.5,0.4,10.3,0.3,0.2,3.4,4.6,82.7,91.8,1.4,3,89.8,22.6,536,16.1,2905,69.5,6.8,65800,2380,2.22,22551,38548,16,168,1037,1.1,458,520,0,5.4,0,0,0,0,0,64763,50250,9302,2876,1,2440.86,2.2
56024,55467,1,55342,6.3,23.9,15.2,51.5,76.5,20.7,0.5,0.7,0.1,1.5,4.1,73.2,87.3,2.5,4.4,75,14.3,3620,20.4,23986,66.9,10.1,83600,20762,2.63,18240,34202,23,975,16743,1.4,2444,3432,0,0,1,0,0,26.3,2484926,0,718119,13261,68158,143,392.66,140.9
2622,2893,-9.4,2891,4.9,25.6,19.6,49.5,96.1,0.2,1,0.3,0.2,2.3,5.8,90.6,88.7,2.6,3.4,89.2,17.9,266,21,1351,79.5,11.8,110300,1022,2.68,20995,41131,15.7,59,0,0,189,95,0,0,0,0,0,0,0,5209,18069,6500,0,5,2231.67,1.3
14085,14593,-3.5,14593,6.6,22.7,16.8,51.2,56.2,41.7,0.4,0.5,0,1.3,1.7,55.1,88.2,0.4,1.8,78.9,13,946,28.7,6650,70.8,5.9,77000,5165,2.72,18640,34848,27,213,2384,-5.8,906,1171,0,0,0,0,0,0,183823,17545,93578,6219,8297,10,645.1,22.6
12375,12453,-0.6,12453,6,23.4,19.8,50.9,98.3,0.5,0.1,0.3,0.1,0.8,1.2,97.1,92,0.4,2.3,93.9,20.7,894,20.7,5549,81.9,9.2,123700,5073,2.42,31164,56827,7,308,3285,5,836,0,0,0,0,0,0,0,143848,269850,109363,9049,4346,19,501.86,24.8
39299,39364,-0.2,39364,5.4,22.6,16,50.1,97.5,0.6,0.3,0.4,0,1.1,1.8,96,91.3,1.1,2,87.6,14.9,3337,30.2,16665,81.2,6.8,122100,14499,2.67,23244,50510,13.2,651,8805,2,2575,3701,2.1,0,1,0,1.3,27.1,410685,98576,400931,10862,0,84,484.52,81.2
329140,310233,6.1,310235,8.7,27.7,9.9,50,67.7,22.7,1.1,3.3,0.8,4.4,23.5,48.2,76.9,7.7,17.4,89.5,21.7,43424,18.9,133786,56.7,25.9,122600,104049,2.95,22857,50060,15.3,4876,85507,2.8,15232,16333,9.1,1,0,0,8.7,0,1924972,4202739,3349957,12035,401438,1989,1051.02,295.2
65455,66380,-1.4,66380,6,21.5,19.2,50.1,89.3,0.9,4.7,1,0.2,4,11.9,79.4,82.1,5.3,9,87.7,19.7,7894,17.9,32763,65.8,11.8,155000,27378,2.38,21489,39627,18.9,1530,16433,1.2,3353,5675,1.2,3.6,1.1,0,3.8,26.8,539664,0,788445,11845,103007,75,5941.05,11.2
448644,432234,3.8,432226,5.8,21.5,14.5,51.4,86.3,9,0.4,2.2,0.1,2,3.9,83,86.8,4.7,6.3,90.2,34.3,28744,21.4,198917,65.2,23.1,157400,181100,2.35,28136,47694,14.6,10971,205667,-0.1,33182,40476,4.9,0.6,1.9,0,1.7,25.6,4470899,7402469,8209407,19329,919247,1912,508.22,850.5
46552,46683,-0.3,46682,6,22.6,20.3,50.9,97.5,0.8,0.1,0.5,0,1,1.3,96.4,89.5,0.7,9.2,81.5,11.5,4045,23,21518,73.6,10.9,95700,18711,2.46,20794,40384,15.3,948,13983,4,2609,3349,0,0,0,0,0,28.8,950357,0,526069,11435,36095,56,411.03,113.6
31054,31137,-0.3,31137,6.1,23.6,17.1,51.2,95.7,1,0.7,0.9,0,1.6,2.1,93.8,84,1.1,4.4,83.7,18.3,2450,24.3,13338,68.2,7.3,109800,11937,2.5,19511,39512,23.6,578,7322,1.7,2339,2961,0,0,0,0,0,25.9,0,43310,275957,9140,23301,59,635.52,49
62475,63043,-0.9,63043,4.9,18.5,24,50.7,90.9,0.6,2.9,1.2,0.2,4.2,6,85.9,80.8,3.2,4.4,88,18,8013,19.4,30393,66.1,12,177000,26072,2.36,22239,37940,17.8,1569,17480,-0.7,3520,5034,0,0,0,0,0,30.2,279107,260759,716036,11339,83538,30,1596.17,39.5
101688,95203,6.8,95203,6.5,25.6,12.3,52.1,58.1,38.3,0.4,2.4,0.1,0.8,2.8,55.9,88.6,4,5.8,89.2,45.8,5516,23,41147,70.3,19.2,201200,36342,2.63,33170,59904,12.7,2897,45064,5.3,9961,11036,17.5,0,1.9,0,0,24.7,6471938,3305948,1268437,14172,180563,742,714.51,133.2
4629,4434,4.4,4436,3.4,17,24.6,50.9,96.8,0.2,0.5,0.6,0.1,1.8,5.5,91.9,79.8,2.9,6.4,98.4,47.5,551,22.8,3151,75.4,10.6,383900,1943,2.3,33015,64601,5.6,263,963,4,873,1117,0,0,0,0,0,26.5,0,1022,26977,6131,21247,33,541.59,8.2
35552,35710,-0.4,35710,6.7,24.3,18.2,50.8,80.6,16.6,0.7,0.7,0.1,1.4,6.6,74.6,88.3,3.3,7,83.3,11.2,3311,27.9,16871,78.4,6.8,82200,13095,2.66,20254,40417,17.8,623,9194,5.7,2448,3387,11.4,0,0,0,3.2,29.4,725620,123310,371047,10809,32582,8,938.85,38
1030447,971806,6,971777,6.5,23.5,13.7,51.8,62,18.8,0.7,15.2,0.1,3.2,18.7,46,85.8,32.2,39.1,91.2,57.1,48402,34.2,385721,67.3,33.2,446300,360563,2.72,49038,98221,6.7,26739,419956,1.5,103731,115471,12.4,0.7,12.1,0.1,10,32.4,3264117,7426648,13255784,14080,1872772,3839,491.25,1978.2
15279,14975,2,14973,6.1,21.9,19.1,51.5,77.6,19.9,0.3,0.4,0,1.8,1.2,76.6,95.5,0.9,1.2,82.2,15,1481,28.6,7081,80.2,3.3,145400,5803,2.58,23636,50167,17.7,285,2268,-0.8,820,1111,0,0,0,0,0,29.2,0,16795,107167,7551,7267,62,333.49,44.9
12725,12984,-2,12984,5.9,22.3,19.3,51.6,92.4,5.5,0.3,0.3,0.1,1.4,1.5,91.1,85.7,0.4,0.8,84,16.8,1002,22.1,6274,72.9,8.1,86600,5232,2.44,20327,37127,21.4,286,3706,2.1,750,1094,0,0,0,0,0,0,213233,0,151840,11848,9358,3,344.79,37.7
32666,32237,1.3,32237,7.4,26.1,15.7,49.4,96.1,0.7,1.2,0.7,0.2,1,16.6,81.2,86.2,6.8,14.2,88.6,18.5,2258,15.5,13604,71.5,17.7,115400,12477,2.56,24219,51213,10.7,1012,15574,-1.1,2112,3495,0,0,0,0,2.2,0,2353587,517777,494298,15542,39135,61,674.06,47.8
7022,7053,-0.4,7053,7.5,25,17.5,49.3,96.1,0.8,0.7,0.3,0,2.2,3.4,93.2,92.3,0.7,1.4,95.4,20.6,590,25.9,3254,84.3,2.6,112200,2693,2.58,24199,54694,6.4,134,866,-1.1,538,645,0,0,0,0,0,21.7,0,13434,26718,3920,0,14,794.3,8.9
17477,17454,0.1,17454,5.4,18.5,23.7,51.4,68.5,27.4,0.8,0.8,0.1,2.4,6.1,63.6,92.9,3.4,3.1,79.1,14.9,1756,38.8,10790,77.9,2.8,180900,7130,2.44,25245,49157,12.9,324,2399,-2.7,1166,1870,0,0,0,0,0,23.7,199608,38886,100420,5794,14209,64,229.38,76.1
115719,107118,8,107118,6,23.8,17.1,51,90.3,6.6,0.6,1.1,0.1,1.4,4.2,86.6,88.4,2.2,4.3,89.2,23.4,10509,25.6,46701,77.7,8,138600,41287,2.62,25962,55348,8.6,1837,19290,1.5,7532,9517,1.7,0,1.5,0,0,23.9,366948,265183,1157723,12137,81237,326,723.6,148
45589,45058,1.2,45058,5.4,21.3,21,49.4,93,0.4,3.8,0.4,0,2.3,1.3,92.1,88,0.9,2.2,92.8,21.4,4577,22.2,27207,80.8,7.7,152200,18862,2.34,24079,46912,12.5,1143,13557,-2.8,3000,3776,0,0.8,0,0,0,22,627175,160561,521587,11733,51027,117,2667.72,16.9
135751,128040,6,128026,6.8,26.3,11.6,50.6,91.4,6.3,0.5,0.6,0,1.1,3.5,88.3,88.9,1.8,4.5,84.5,17.5,8788,34.3,53715,79.7,6,152500,46246,2.8,25076,56811,13.3,1654,19448,2,8757,10689,3.4,0.4,1,0,3,26.2,459902,483039,923742,7893,89170,703,648.17,197.5
12537,12929,-3,12929,5.4,20.6,13.3,44.2,91.6,7.2,0.4,0.2,0,0.6,3.2,88.5,89.2,0.9,2.9,71.5,7.5,645,34.6,5153,66,6.9,84400,4449,2.55,15525,26261,35.1,162,2460,0.1,464,551,0,0,0,0,0,0,0,123656,108045,8149,4927,0,229.61,56.3
6292,6472,-2.8,6472,6.5,24.2,19.5,49.5,86.9,1.1,7,0.4,0,4.6,9.6,78.4,82.6,2.6,6.2,81.5,11.2,470,25.1,3390,75.2,6.9,59500,2456,2.56,19042,34701,20.7,105,751,1.8,410,534,0,0,0,0,0,0,0,0,34815,5590,0,8,758.83,8.5
2245,1968,14.1,1968,8,23.4,18,46.7,96.5,0.6,1,0.6,0,1.3,2.1,94.5,84.2,3.8,4.9,87.4,17.4,161,22.7,1416,67.6,5.3,77900,1007,2.07,32908,53693,12.4,97,581,12.4,230,191,0,0,0,0,0,24.1,0,130965,17871,9718,3347,5,1103.57,1.8
208187,207820,0.2,207820,5,19.7,18.9,51.1,94,3.2,0.1,0.9,0,1.7,1.5,92.8,88,1.7,3.2,90.4,25.6,18403,26.2,93912,76.1,14.3,143600,84098,2.41,28433,53693,10.5,5037,82272,-3.3,12102,16589,0,0,0.5,0,0.8,23.2,3672862,2454714,2283225,11097,233718,453,856.99,242.5
22864,22652,0.9,22657,4.9,21.1,18.5,49.8,97.7,0.7,0.3,0.2,0,1.1,2.7,95.3,87.7,1.1,2.3,74.3,10.5,1580,33.4,10854,81,2.8,91400,9003,2.5,17933,32364,20.4,220,2403,14.6,1470,1697,0,0,0,0,0,0,171296,8638,79483,3515,6097,2,280.6,80.7
2908,2961,-1.8,2961,6.4,20.2,27.1,49.4,97,0.9,0.3,0.3,0,1.5,2,95,86.7,1,3.2,90.1,19.9,300,13.8,1806,82,8.1,53500,1482,1.91,27154,39333,10.1,102,598,-10.1,286,408,0,0,0,0,0,0,0,60478,17169,5793,1538,0,893.52,3.3
3658,3812,-4,3812,5.8,21.7,23,51.3,96.5,0.7,0.2,0.2,0.4,2,4.6,92.1,87.6,1.7,2.4,91.1,17.2,330,17.1,1902,79.2,4,67300,1548,2.34,21423,41045,15.5,89,657,-1.1,294,523,0,0,0,0,0,0,0,58861,23738,6642,0,4,574.91,6.6
17190,17302,-0.6,17302,5.5,21.2,20.8,51.8,70.4,27.3,0.3,0.7,0,1.2,2.6,68.4,91.9,2.9,5,80.1,16.6,1497,26,8961,77.7,4.6,97000,7001,2.44,21924,41650,14.4,293,2754,-2.4,1034,1091,0,0,0,0,0,18.2,425821,0,92574,5559,7415,17,561.75,30.8
49426,50479,-2.1,50477,5.4,21.3,18.9,50,96.7,1,0.4,0.5,0,1.4,2.1,94.8,90.3,1.9,3,86.7,17.1,4096,22.7,24779,75.6,15.1,90600,19829,2.49,22097,43941,15.5,922,13383,5.6,2760,4554,0,0,0,0,0,25.4,595598,126341,518164,10134,32162,204,893.55,56.5
11089,9996,10.9,9996,8.3,30.4,14.3,50.9,96.2,1.7,0.8,0.6,0,0.7,85.9,12.2,90.5,6.6,70.8,61.6,9.2,433,15.5,4357,69.8,7.6,49900,3542,2.86,17516,36681,26.5,234,5806,26.1,737,1017,0,0,0,0,0,0,0,0,74775,7658,8259,5,1328.88,7.5
207590,200850,3.4,200849,5.8,21.7,11.5,51.3,75.9,3,1.8,13.8,0.6,5,31.5,48.3,76,21.7,34.7,84.3,37.9,10321,21.6,76720,52.9,30.6,314300,70347,2.76,27730,55918,19.1,3878,60719,1.4,11858,14782,0,0,10.5,0,11.2,29.9,1853300,6483616,1765735,9106,840344,218,1014.69,197.9
39323,39163,0.4,39163,6.9,25,17.6,50,92.1,3.4,0.5,2.3,0.2,1.5,11.2,81.7,86.2,7.2,12.5,87.2,16.6,3076,17.5,16990,71.7,17.1,106000,15855,2.44,24990,46004,16.3,861,14009,-3.5,1945,2775,0,0,0,0,0,22.5,0,229753,347668,9133,41794,32,711.33,55.1
19626,19840,-1.1,19840,5.5,23.4,17.5,50.2,96.9,1.1,0.4,0.4,0,1.2,1.3,95.7,87.8,0.4,1.6,80.4,12.6,1416,26.7,9095,74.6,6.1,88100,7688,2.54,18576,38826,17.9,390,7570,0.2,1167,1461,0,0,0,0,0,0,201749,52770,153183,7812,0,1,398.39,49.8
11568,11638,-0.6,11638,4.9,19.1,20.8,49.9,97.6,0.5,0.5,0.2,0,1.2,1.9,95.8,92.5,0.7,0.9,74.7,9.9,797,31.4,5822,79.9,5.2,102900,4493,2.52,18387,33386,22.1,90,972,8,794,1136,0,0,0,0,0,22.4,0,7188,27779,2560,2577,0,308.32,37.7
10436,10680,-2.3,10680,5.7,22.8,20.1,49.8,96.7,0.9,0.5,0.7,0.1,1.2,11.8,86.2,89.6,5,10.1,85.2,15.1,809,19.4,4860,73.7,10.8,87500,4358,2.4,26102,48355,11.1,334,3131,2.3,795,1385,0,0,0,0,0,19.4,260008,154569,65933,6207,4424,3,581.97,18.4
129188,122660,5.3,122397,6.1,25.6,12.2,50.8,77.3,16.1,0.4,2.7,0.2,3.3,8.7,70.1,87.3,6.4,9.5,89.1,28.2,13141,38,46242,77.5,7.3,249100,41709,2.97,31360,78345,7.6,2329,27727,0.7,7557,8956,9.7,0,4.5,0,3.7,33.2,496376,430377,2148513,18064,169842,375,401.5,304.9
106972,107667,-0.6,107667,5.1,19.5,23.6,50.7,93.1,0.4,2,1.1,0.2,3.2,5.2,88.7,82.7,2.9,4,87.7,16.1,13624,20.3,48929,68.8,11.3,171300,43846,2.41,21870,40524,18.7,2411,27741,3.1,5697,9160,0,0,1.8,0,0,23.6,1506405,0,1169216,11276,228371,166,5036.08,21.4
14918,15226,-2,15226,6,24.6,17.5,49.7,97,0.6,0.4,0.6,0,1.3,8.5,89.3,89.7,3.6,8.5,88.4,14.5,964,24.5,6551,79.2,10.7,136900,6090,2.43,25789,54017,11.8,360,3510,8.1,1062,1326,0,0,0,0,0,0,548531,69261,75457,5011,0,17,588.78,25.9
64050,63431,1,63431,6.5,24.7,16,50.8,67.4,27,3.1,0.6,0.3,1.8,18.4,52.2,87.2,9.2,15.7,75,12.6,4359,25.1,27097,69.2,5.1,89200,23336,2.69,19479,36496,22.8,996,13803,1,3251,4353,17.1,0,0,0,0,28.5,917639,381971,575816,9126,38575,65,944.74,67.1
87615,83768,4.6,83768,6.2,25.9,14.2,51.3,79.6,17,0.4,1.4,0.1,1.5,3.9,76.5,86.9,4.4,6.4,83.1,18.4,5764,31.3,32544,75.1,9.3,157100,29520,2.84,22824,52369,13.8,1520,15244,1.6,7448,8041,0,0,0,0,0,22.6,591825,260436,797195,9577,58350,271,325.68,257.2
10631,10976,-3.1,10976,7.6,31,14.6,49.2,97,0.5,0.9,0.5,0.1,1,6.3,91.4,87.4,2.1,5.8,89.8,12.5,546,19.1,4500,81.6,5.8,122500,3598,3.01,20137,52763,10,187,2605,-1.7,582,552,0,0,0,0,0,0,0,983,128628,12435,10750,10,4462.31,2.5
314198,291304,7.9,291309,6.4,24.7,12.8,50.6,80.1,13.6,0.8,3.4,0.1,1.9,23.7,58.1,82.5,9.7,19.3,87.1,28.5,21663,26.7,139612,68.7,21.5,148600,110032,2.65,30926,61877,13.3,5378,81745,3,21630,22869,7.6,0,5.9,0,10.3,30,23480817,1761558,2750294,9700,590991,3006,378.36,769.9
588,628,-6.4,632,4.1,20.2,24.8,48.3,99.3,0.5,0.2,0,0,0,2.2,97.1,91,0.2,0.5,93,12.6,67,20.2,436,71.7,0.7,71100,240,2.42,21499,38125,25.8,8,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,5,568.29,1.1
13323,13858,-3.9,13859,4.9,20.6,20.8,52.5,56.6,42.4,0.2,0.3,0,0.5,0.8,56.1,91.4,0.3,1.3,75.2,11.8,938,33.4,7231,83.7,4,58200,5518,2.45,20323,33941,21.5,255,2900,1.4,809,1102,26.2,0,0,0,0,44.1,0,52904,84633,5969,11345,0,913.5,15.2
266353,255798,4.1,255793,8.1,30,10.5,49.5,82,4.2,2.5,8.1,0.4,3,57.5,29.5,82.2,25.6,52.5,66.7,12.6,11102,26.3,84167,53.6,17.3,146400,75409,3.36,18177,42591,25.4,2852,41183,1.1,10521,12639,2.6,0,9.1,0,24.8,30.2,3954248,0,2001290,8233,219430,169,1934.97,132.2
29621,30042,-1.4,30042,4.4,19.3,21.7,50.4,97.8,0.9,0.3,0.2,0,0.7,3.1,95,91.1,1.9,3.1,76.2,12.8,2529,26.5,16608,78.7,3.3,102900,12572,2.36,19385,32853,18.1,412,4205,-4.2,1661,2432,0,0,0,0,0,0,236759,33550,203034,6962,23259,52,474.69,63.3
8855,9044,-2.1,9044,6,21.7,16.3,44.1,93.1,4.2,1,0.6,0.1,0.9,16.3,77.9,78.5,5,11.9,81.6,10.7,755,27.7,4109,77.4,5,76700,2972,2.62,24325,49038,16.7,227,2284,-11.6,754,1370,0,0,0,0,0,0,0,112265,34121,3926,6468,5,910.66,9.9
7200,7343,-1.9,7343,6.8,23.6,23.7,50.9,96.8,0.7,1.4,0.2,0,0.9,2,95.1,89.9,1.3,8.8,83.9,25.2,500,18,3351,77.2,8.3,71000,2937,2.27,26110,42451,13.2,243,2157,1.1,568,935,0,0,0,0,0,0,0,321451,74049,10158,3903,22,812.9,9
6218,6462,-3.8,6462,6,23.2,20.2,49.4,97.5,0.4,0.4,0.6,0.1,1,6.8,91.3,87,4.5,6.4,86.3,15.6,493,18.9,2968,74.9,5,75600,2676,2.33,24653,48659,8.6,183,1526,3.2,468,566,0,0,0,0,0,0,0,0,40538,6291,0,1,398.68,16.2
15415,15936,-3.3,15936,4.3,21.4,19.3,50.1,98,0.5,0.3,0.5,0,0.8,2.6,95.6,90.1,1.8,3.2,88.7,16.4,1525,24.4,6969,77.2,8.3,108300,6622,2.36,25093,52686,9.4,305,3162,3.2,1019,1240,0,0,0,0,0,23.5,362143,141637,136038,8473,9837,7,260.54,61.2
41446,41489,-0.1,41487,4.8,21.3,23,50.9,67.1,0.5,23.3,1.2,0.1,7.9,3.5,64.7,85.2,2.3,5.8,84.7,16.1,4321,26.6,24882,77.8,4.9,105200,16589,2.47,21109,36588,21.2,730,7129,-5.4,2780,2992,0,12.5,0,0,0,20.2,102172,47081,292628,7223,27083,36,738.18,56.2
29706,28420,4.5,28432,5.2,20.3,17.6,50,88.9,7.8,0.3,0.9,0,2.1,3,86.3,80.5,2.5,4,84.7,22.8,2087,19.7,12407,65,17.4,130700,11100,2.38,22249,41473,18.3,736,14364,11.7,1952,2721,1.7,0,0,0,0,25.2,0,71157,430021,14875,57725,31,180.17,157.8
106179,107771,-1.5,107771,5.2,21,18.3,50.7,94.9,1.7,0.6,0.7,0,2.1,5,90.4,86.7,1.4,3.4,89,18.2,8948,20.9,48016,78.1,14.7,93800,44127,2.4,23799,45376,14.7,2245,30719,-2,5549,7382,0,1.5,0.6,0,1.9,30,1107212,0,1301043,12117,134694,62,442.3,243.7
19482,19848,-1.8,19848,5.4,22.3,19.8,50.3,96.9,0.6,0.3,0.4,0.7,1.1,1.3,95.8,88.9,0.8,2.3,89.2,14.5,1788,23.2,9458,76.2,11.3,110000,8479,2.3,24493,46467,10.5,545,4892,0.1,1515,2345,0,0,0,0,0,21.3,247956,109127,209951,10547,14490,35,636.04,31.2
110382,105151,5,105151,6.6,24.9,12,50.2,79.1,14.5,0.4,2.8,0.1,3.1,4.7,75.3,87.2,3.9,6.6,90.3,29.5,12902,28.9,43252,72.9,13,304700,37589,2.77,36017,85672,7.2,1928,28844,-5.2,6594,7383,7.4,0.6,3.3,0,1.1,37.4,0,0,1193036,11883,132293,457,357.18,294.4
77400,66137,17,66135,8.2,28.6,11.2,51,92.7,1.8,0.4,3.6,0.1,1.4,6.3,87,86.9,6.6,8.6,94.4,43.6,3902,20.5,29884,77.4,17.5,184100,26262,2.63,35844,73847,6.4,1718,34419,1.1,5486,6613,0.6,0,2.2,0,1.1,19.9,574183,218271,905710,15813,110369,661,588.45,112.4
4592,4881,-5.9,4881,4.4,19.2,22.7,48.3,93.7,1,3.3,0.5,0,1.6,80.6,17.7,88.5,3.2,60.3,84.1,9.5,398,24.1,3223,86.9,1.1,96200,1532,3.1,20543,28481,19.7,47,285,-4,306,409,0,0,0,0,0,0,0,0,14120,2799,0,0,1931.27,2.5
11576,9746,18.8,9746,7.2,24.7,13,47.7,94.6,0.5,1.9,0.5,0.1,2.5,4.8,90.3,82.7,1.5,3.6,90.2,17.7,759,17.3,5010,69.1,13.1,153000,4270,2.4,32036,58112,14.2,573,5810,1.2,948,1060,0,0,0,0,0,20.3,0,235835,128640,14138,19700,164,2084.14,4.7
3861,3976,-2.9,3976,4.2,17,24.9,48.5,96.4,0.2,1,0.5,0.1,1.8,3.2,93.6,88.3,1,2.1,92.8,21.9,545,19.3,2636,81.6,4.7,150500,1707,2.27,21555,35434,16.6,115,455,7.3,360,492,0,0,0,0,0,18.1,0,0,19965,5627,0,4,1363.06,2.9
2424,2435,-0.5,2435,5.3,21.3,21,48.7,97.3,0.5,0.9,0.7,0,0.7,3.8,94.4,92.8,2.1,5.4,84,19.4,216,23.6,1690,77,5.6,71500,1146,2.11,28904,50000,10.4,66,482,3.2,247,248,0,0,0,0,0,0,0,10451,28001,12090,0,0,1351.19,1.8
23081,23370,-1.2,23370,4.6,16.9,13.9,49.7,94.3,2.7,0.3,1.7,0,1,1.5,93,72.2,1.4,3.6,91.1,23.4,1277,15.5,9646,55.9,23.6,101800,8599,2.35,18079,36641,28.4,485,6672,-3.4,1432,2296,0,0,0,0,0,19.5,866565,0,206771,9377,28785,36,876.96,26.6
250539,238307,5.1,238318,5.3,19.4,18.1,52,89.6,6.5,0.5,1.2,0.2,2,6.5,83.7,83.9,5.7,7.4,89,33.8,20486,20.6,115680,64.5,18.2,191200,100838,2.33,26159,44713,17.1,7399,101093,2.8,23896,29566,1.7,0,1.3,0,1.4,27.9,3211724,1162902,3597871,15862,684287,1312,656.67,362.9
69469,67044,3.6,67044,6.7,25.3,13.7,51.8,60.7,35.4,0.4,1.8,0.2,1.5,3.7,57.8,82,4.2,5.9,81.8,18.6,4638,20.9,28250,60.9,17,121300,24441,2.7,21443,41161,23.6,1410,33030,2,5252,5768,25.8,0.7,1.7,0,0,31,2470774,0,798823,12600,88719,133,413.99,161.9
41434,41222,0.5,41240,5.1,21.9,19.3,51.1,90.4,6.5,0.6,0.8,0,1.6,6.4,84.9,92.6,4.2,7.4,85.4,24.9,3419,25.9,18197,80.6,5.2,162100,16234,2.52,26319,50139,13.4,782,8145,-1.7,2888,4018,0,0,0,0,0,26.4,1001617,139129,407832,10066,28967,82,264.11,156.2
7631,7832,-2.6,7832,4.5,15.6,14.7,36.1,69.4,28.1,0.5,0.2,0,1.8,2,67.8,78.7,2.2,2.9,70.6,7,563,18.9,2607,55.4,24.2,72700,2201,2.41,12042,27115,31.7,74,637,4.8,351,189,0,0,0,0,0,13.2,0,0,19529,2635,5859,6,165.78,47.2
42274,41869,1,41869,6.8,24.9,17.5,51,95.8,1.8,0.4,0.5,0,1.5,1.9,94.1,89.7,1.5,4.2,79,12,3115,25.5,18145,75.4,7.2,97900,15862,2.62,19136,37368,18.1,702,8374,1,2823,3277,0,0,0,0,0,22.2,0,0,380971,9318,37439,10,617.13,67.8
29191,28298,3.2,28298,6.4,26.8,10.7,49.8,75.1,20.7,0.4,2.4,0.1,1.4,2.6,72.9,86.1,3.5,5.4,83.9,20.5,2267,21.2,10698,76.2,10.4,159000,9773,2.79,26357,60104,11.2,369,3810,20.2,1950,2208,0,0,0,0,0,30.3,0,118292,123990,3754,6881,175,355.78,79.5
938098,916812,2.3,916542,4.5,17.1,23,52.1,83.1,10.9,0.4,3.4,0.1,2,8.8,75.4,84.3,11.4,13.2,88.9,27.5,94997,23.4,504674,67,36.9,151500,401708,2.24,29262,45535,14.1,26751,365099,4.7,76324,98528,4.6,0.3,3.8,0,5,29.4,8062020,12378394,14826852,16244,1925067,1733,273.8,3347.5
27141,27444,-1.1,27444,4.4,17.9,26.7,51.3,93.8,1.6,1.4,0.7,0.1,2.4,2.8,91.6,90.2,2.7,4.2,81.9,16.7,2740,22.3,17690,82.1,3.3,145000,10722,2.5,18340,34432,17.9,586,5797,-6.7,2099,2815,1,0,0,0,0,28,265366,60509,404019,15242,36834,94,455.43,60.3
163929,159721,2.6,159720,7.1,24.5,12.7,50.6,91.5,4.9,0.3,1.2,0.1,1.9,2.9,89.2,84.7,2.5,4.2,88.8,29.1,11814,23,69544,68,26.2,144300,61800,2.56,27704,54270,13.7,3014,49837,-9.5,9266,12369,2.5,0.2,1.3,0,0.9,24.6,1236384,0,1261984,8046,323301,278,160.25,996.7
52132,52334,-0.4,52334,8.9,26.6,10.5,47.2,77.5,14.8,1.7,2,0.5,3.6,9.6,69.8,78.9,3.5,7.8,86.4,18.8,6560,20.6,21742,54.7,22.6,90800,18148,2.76,21396,46572,13.5,728,9040,0.2,2026,2321,0,0,0,0,0,34,0,51603,315686,6692,39827,76,1327.91,39.4
52665,53226,-1.1,53227,5.4,21.7,18.6,50.7,91.5,3.6,1.6,0.5,0.1,2.6,2.9,89.4,91.2,2.2,3.4,74.6,13,4000,26.4,24755,75.2,6.9,93400,20765,2.53,20486,37634,16,856,12440,4.2,3098,4337,0,4.3,0,0,0,26.8,1525396,0,410988,7784,39315,39,1077.87,49.4
28462,28744,-1,28744,5.9,23.5,18,51.3,97,1,0.2,0.4,0,1.3,2.8,94.6,88.1,0.8,2.1,90.8,15.4,2146,18.7,12688,79,7.9,88600,11442,2.47,22790,45355,12.5,545,9398,0.1,1566,2192,0,0,0,0,0,30.2,1072331,127049,242794,8403,25464,24,409.16,70.3
21666,21906,-1.1,21906,6.2,23.7,16.6,52.7,56,42.4,0.2,0.4,0,0.9,1.2,55.2,88.3,0.4,0.9,78.4,14.7,1095,21.5,10188,73.5,11.5,86500,7941,2.69,21084,34129,21.9,546,8225,4.4,1337,1973,14.5,0,0,0,0,32.2,732464,0,377005,16312,36218,14,422.11,51.9
