year,age,degree,finrela,happy,health,marital,sex,polviews,partyid,wtssall,nhappy
2018,43,graduate,above average,very happy,excellent,married,male,liberal,strong democrat,61,1
2018,36,high school,average,very happy,excellent,married,female,moderate,strong democrat,61,1
2018,34,lt high school,far below average,very happy,good,never married,female,conservative,strong democrat,14,1
2018,39,graduate,above average,very happy,NA,married,male,conservative,independent,61,1
2018,52,junior college,average,pretty happy,excellent,never married,male,slghtly conservative,strong republican,14,2
2018,70,high school,above average,pretty happy,fair,separated,male,conservative,"ind,near rep",14,2
2018,60,high school,average,pretty happy,NA,married,male,extrmly conservative,strong republican,61,2
2018,61,high school,average,very happy,excellent,married,female,moderate,other party,61,1
2018,32,high school,above average,pretty happy,NA,married,female,moderate,not str republican,14,2
2018,40,bachelor,average,very happy,excellent,separated,female,slghtly conservative,not str republican,14,1
2018,44,junior college,above average,pretty happy,fair,divorced,male,slghtly conservative,strong republican,110,2
2018,67,lt high school,below average,pretty happy,good,divorced,female,moderate,strong democrat,14,2
2018,70,graduate,above average,very happy,excellent,never married,female,liberal,strong democrat,14,1
2018,27,bachelor,above average,very happy,good,never married,female,slightly liberal,"ind,near dem",61,1
2018,30,graduate,far above average,pretty happy,NA,married,female,slghtly conservative,"ind,near dem",61,2
2018,61,high school,far above average,very happy,good,married,male,moderate,"ind,near rep",61,1
2018,30,bachelor,far above average,pretty happy,good,never married,male,slghtly conservative,not str republican,95,2
2018,38,bachelor,above average,pretty happy,excellent,married,male,liberal,strong democrat,61,2
2018,27,bachelor,above average,very happy,excellent,never married,female,liberal,strong democrat,110,1
2018,67,junior college,average,very happy,NA,married,female,slghtly conservative,not str democrat,61,1
2018,45,bachelor,average,pretty happy,excellent,separated,male,slghtly conservative,not str republican,14,2
2018,68,junior college,average,pretty happy,fair,married,female,moderate,"ind,near dem",61,2
2018,18,high school,below average,pretty happy,NA,never married,female,liberal,"ind,near dem",61,2
2018,77,high school,above average,pretty happy,fair,widowed,female,moderate,independent,61,2
2018,78,bachelor,far above average,pretty happy,good,widowed,female,slghtly conservative,"ind,near rep",14,2
2018,61,bachelor,above average,pretty happy,NA,married,female,liberal,strong democrat,61,2
2018,72,high school,average,pretty happy,NA,married,male,moderate,independent,110,2
2018,89,high school,average,pretty happy,fair,widowed,female,NA,not str republican,14,2
2018,75,bachelor,above average,very happy,good,widowed,female,liberal,"ind,near dem",14,1
2018,48,bachelor,above average,not too happy,fair,married,male,liberal,not str democrat,61,3
2018,48,graduate,far above average,pretty happy,excellent,married,female,liberal,strong democrat,61,2
2018,41,bachelor,above average,pretty happy,excellent,never married,female,extremely liberal,strong democrat,14,2
2018,30,bachelor,average,pretty happy,NA,never married,female,moderate,independent,110,2
2018,29,graduate,average,pretty happy,good,never married,female,moderate,other party,61,2
2018,38,junior college,average,pretty happy,fair,married,male,slightly liberal,strong democrat,14,2
2018,76,high school,average,very happy,NA,widowed,female,NA,independent,14,1
2018,55,high school,far below average,not too happy,poor,divorced,female,moderate,independent,14,3
2018,28,graduate,above average,pretty happy,NA,never married,male,slightly liberal,strong democrat,154,2
2018,18,lt high school,below average,pretty happy,fair,never married,female,NA,not str democrat,14,2
2018,24,graduate,far below average,pretty happy,good,never married,female,extremely liberal,"ind,near dem",314,2
2018,34,lt high school,above average,not too happy,good,married,male,liberal,not str democrat,14,3
2018,77,high school,above average,very happy,excellent,married,female,conservative,strong republican,61,1
2018,89,high school,below average,pretty happy,NA,never married,male,conservative,"ind,near rep",14,2
2018,69,graduate,above average,not too happy,NA,married,male,extremely liberal,strong democrat,61,3
2018,70,high school,average,very happy,fair,divorced,male,moderate,"ind,near dem",61,1
2018,71,bachelor,above average,very happy,excellent,married,female,moderate,independent,61,1
2018,34,bachelor,average,pretty happy,NA,never married,male,slightly liberal,independent,14,2
2018,77,high school,NA,pretty happy,NA,never married,female,slghtly conservative,independent,110,2
2018,20,high school,average,pretty happy,excellent,never married,female,NA,independent,277,2
2018,38,lt high school,far below average,pretty happy,NA,married,female,extremely liberal,not str republican,61,2
2018,29,high school,below average,pretty happy,good,never married,female,moderate,"ind,near rep",61,2
2018,69,high school,average,pretty happy,NA,married,male,conservative,"ind,near rep",61,2
2018,36,high school,below average,pretty happy,excellent,never married,female,conservative,"ind,near dem",14,2
2018,43,high school,below average,very happy,NA,married,female,conservative,NA,61,1
2018,64,high school,far below average,pretty happy,NA,divorced,female,liberal,independent,61,2
2018,53,high school,average,very happy,fair,married,male,slghtly conservative,"ind,near rep",110,1
2018,69,high school,average,very happy,NA,married,female,conservative,independent,61,1
2018,39,high school,below average,very happy,fair,divorced,female,moderate,not str democrat,14,1
2018,57,high school,average,pretty happy,good,married,male,moderate,independent,199,2
2018,63,junior college,far above average,pretty happy,NA,married,female,conservative,strong republican,61,2
2018,75,lt high school,average,not too happy,NA,never married,female,NA,independent,61,3
2018,32,bachelor,far above average,very happy,good,married,male,moderate,"ind,near dem",61,1
2018,46,high school,average,pretty happy,excellent,separated,male,moderate,independent,61,2
2018,41,high school,below average,pretty happy,good,divorced,male,moderate,independent,14,2
2018,NA,junior college,average,pretty happy,NA,married,female,moderate,strong democrat,61,2
2018,49,bachelor,average,not too happy,good,divorced,female,slightly liberal,"ind,near dem",95,3
2018,65,junior college,average,pretty happy,NA,married,male,extrmly conservative,strong republican,61,2
2018,59,junior college,above average,pretty happy,good,married,female,slightly liberal,not str democrat,110,2
2018,47,high school,average,pretty happy,NA,divorced,male,moderate,"ind,near rep",277,2
2018,27,high school,far below average,not too happy,fair,never married,female,moderate,not str democrat,198,3
2018,57,high school,average,very happy,NA,married,female,NA,independent,61,1
2018,74,graduate,average,very happy,excellent,married,female,slghtly conservative,"ind,near rep",61,1
2018,51,graduate,above average,pretty happy,NA,married,female,conservative,not str republican,61,2
2018,44,graduate,far above average,pretty happy,fair,married,male,liberal,not str democrat,61,2
2018,46,bachelor,below average,very happy,NA,divorced,female,extremely liberal,strong democrat,306,1
2018,42,high school,average,very happy,fair,married,female,moderate,not str democrat,110,1
2018,65,bachelor,average,pretty happy,excellent,divorced,female,conservative,strong democrat,14,2
2018,36,bachelor,far below average,very happy,excellent,married,male,slghtly conservative,not str republican,61,1
2018,80,graduate,above average,very happy,NA,widowed,female,moderate,strong democrat,61,1
2018,32,bachelor,below average,pretty happy,NA,married,female,liberal,independent,110,2
2018,89,lt high school,average,pretty happy,good,widowed,male,liberal,strong democrat,14,2
2018,40,bachelor,average,very happy,excellent,married,female,moderate,other party,61,1
2018,88,lt high school,above average,pretty happy,excellent,widowed,female,liberal,strong democrat,14,2
2018,59,bachelor,above average,very happy,fair,married,female,conservative,strong republican,61,1
2018,55,graduate,far below average,very happy,NA,married,female,moderate,"ind,near rep",61,1
2018,31,high school,below average,pretty happy,good,never married,female,moderate,"ind,near rep",95,2
2018,31,graduate,below average,very happy,good,married,male,liberal,"ind,near dem",199,1
2018,35,bachelor,below average,pretty happy,fair,married,female,moderate,strong democrat,199,2
2018,32,bachelor,average,not too happy,NA,never married,female,liberal,other party,110,3
2018,48,high school,average,very happy,excellent,married,female,liberal,strong democrat,154,1
2018,24,high school,below average,pretty happy,good,married,female,NA,independent,154,2
2018,22,high school,average,pretty happy,NA,never married,male,moderate,"ind,near rep",198,2
2018,37,high school,below average,not too happy,fair,never married,female,conservative,not str democrat,14,3
2018,34,bachelor,above average,pretty happy,good,never married,female,liberal,"ind,near dem",95,2
2018,89,high school,below average,pretty happy,fair,widowed,female,moderate,not str democrat,14,2
2018,55,lt high school,far below average,pretty happy,NA,never married,female,NA,not str democrat,110,2
2018,46,high school,below average,pretty happy,excellent,never married,male,slightly liberal,strong democrat,110,2
2018,29,bachelor,below average,pretty happy,good,married,female,liberal,not str democrat,61,2
2018,83,lt high school,below average,very happy,NA,widowed,female,slightly liberal,independent,61,1
2018,33,bachelor,average,very happy,excellent,never married,female,slightly liberal,strong democrat,61,1
2018,46,graduate,average,pretty happy,excellent,divorced,female,liberal,strong democrat,199,2
2018,19,high school,average,very happy,good,never married,male,slightly liberal,not str democrat,306,1
2018,65,bachelor,average,pretty happy,fair,separated,male,moderate,"ind,near dem",110,2
2018,37,high school,below average,very happy,good,married,female,extremely liberal,not str republican,306,1
2018,64,high school,average,pretty happy,poor,married,female,conservative,other party,277,2
