"d","s","y","spp"
22,0.862392,1,"aspen"
25.5,0.862392,1,"aspen"
16.5,0.862392,1,"aspen"
14,0.862392,1,"aspen"
17,0.862392,1,"aspen"
7,0.862392,1,"aspen"
16,0.862392,1,"black spruce"
20,0.867016,1,"aspen"
14,0.867016,1,"black spruce"
19.5,0.867016,1,"cedar"
14.5,0.867016,1,"cedar"
19,0.867098,1,"aspen"
16,0.867098,1,"aspen"
15,0.867098,1,"aspen"
17,0.867098,1,"aspen"
17,0.867098,1,"aspen"
10,0.867098,1,"cedar"
13,0.867098,1,"cedar"
32,0.867171,1,"jackpine"
27,0.884152,1,"aspen"
25.5,0.884152,1,"aspen"
17.5,0.884152,1,"aspen"
25,0.884152,1,"aspen"
11,0.895478,1,"cedar"
7,0.895478,0,"red pine"
10,0.895478,1,"red pine"
7,0.895478,0,"red maple"
6,0.895478,0,"red maple"
18.5,0.896522,1,"cedar"
25,0.896522,1,"paper birch"
23,0.896522,0,"red pine"
20,0.896522,0,"red pine"
23,0.896522,0,"red pine"
26,0.896522,1,"red pine"
12,0.901051,1,"cedar"
13,0.901051,1,"cedar"
13,0.901051,1,"cedar"
9,0.901051,1,"cedar"
9,0.901051,1,"cedar"
8,0.901051,1,"cedar"
18,0.901051,1,"paper birch"
22,0.901051,1,"paper birch"
24,0.901051,1,"paper birch"
25,0.901051,1,"paper birch"
12,0.909887,1,"aspen"
10,0.909887,1,"cedar"
9,0.909887,1,"cedar"
14,0.909887,1,"cedar"
12,0.909887,1,"cedar"
11,0.909887,1,"cedar"
12,0.909887,1,"paper birch"
15,0.909887,1,"paper birch"
13,0.931964,1,"cedar"
26,0.931964,1,"paper birch"
5,0.939029,0,"black spruce"
14,0.939029,0,"red pine"
16,0.940521,1,"aspen"
26,0.940521,1,"aspen"
29,0.940521,1,"aspen"
15,0.940521,1,"cedar"
15,0.940521,1,"cedar"
34,0.94152,1,"red pine"
12,0.94152,1,"red pine"
28,0.94152,1,"red pine"
9,0.944993,1,"black spruce"
17,0.944993,1,"black spruce"
19,0.944993,0,"jackpine"
30,0.944993,1,"black ash"
13,0.960903,1,"cedar"
12.5,0.960903,1,"cedar"
20.5,0.960903,1,"cedar"
8,0.960903,1,"cedar"
13,0.960903,1,"cedar"
29,0.960903,1,"paper birch"
10.5,0.960903,0,"red pine"
25,0.973961,1,"cedar"
14,0.973961,1,"cedar"
28,0.973961,1,"cedar"
30,0.973961,1,"black ash"
8,0.983271,1,"black spruce"
20,0.983271,1,"jackpine"
19,0.983271,1,"jackpine"
37,0.983271,1,"black ash"
48,0.983271,1,"black ash"
